x1,x2,objective
0.196595,0.251084,-0.000000
0.196595,0.251084,-0.000000
0.196595,0.251084,-0.000000
0.196595,0.251084,-0.000000
0.196595,0.251084,-0.000000
0.196595,0.251084,-0.000000
0.196595,0.251084,-0.000000
0.196595,0.251084,-0.000000
0.196595,0.251084,-0.000000
0.616045,0.473289,-0.000000
0.616045,0.496953,-0.037037
0.585242,0.496953,-0.038462
0.585242,0.496953,-0.038462
0.585242,0.496953,-0.038462
0.585242,0.496953,-0.038462
0.585242,0.496953,-0.038462
0.593906,0.495474,-0.041667
0.593906,0.495474,-0.041667
0.593906,0.495474,-0.041667
0.593906,0.495474,-0.041667
0.593906,0.495474,-0.041667
0.593906,0.495474,-0.041667
0.593906,0.495474,-0.041667
0.593906,0.495474,-0.041667
0.593906,0.495474,-0.041667
0.593906,0.495474,-0.041667
0.593906,0.495474,-0.041667
0.351660,0.830829,-0.041667
0.351660,0.830829,-0.041667
0.351660,0.830829,-0.041667
0.351660,0.830829,-0.041667
0.351660,0.830829,-0.041667
0.351660,0.830829,-0.041667
0.351660,0.830829,-0.041667
0.351660,0.830829,-0.041667
0.351660,0.830829,-0.041667
0.351660,0.830829,-0.041667
0.351660,0.830829,-0.041667
0.351660,0.830829,-0.041667
0.351660,0.830829,-0.041667
0.585264,0.549724,-0.026316
0.585264,0.549724,-0.026316
0.585264,0.549724,-0.026316
0.585264,0.522237,-0.027778
0.585264,0.522237,-0.027778
0.585264,0.522237,-0.027778
0.585264,0.522237,-0.027778
0.585264,0.522237,-0.027778
0.585264,0.522237,-0.027778
0.585264,0.522237,-0.027778
0.585264,0.522237,-0.027778
0.585264,0.522237,-0.027778
0.585264,0.522237,-0.027778
0.585264,0.522237,-0.027778
0.585264,0.522237,-0.027778
0.917194,0.285839,-0.000000
0.917194,0.285839,-0.000000
0.917194,0.285839,-0.000000
0.917194,0.285839,-0.000000
0.917194,0.285839,-0.000000
0.917194,0.285839,-0.000000
0.917194,0.285839,-0.000000
0.917194,0.285839,-0.000000
0.917194,0.285839,-0.000000
0.917194,0.285839,-0.000000
0.917194,0.285839,-0.000000
0.757200,0.753729,-0.018182
0.757200,0.753729,-0.018182
0.681480,0.810259,-0.021277
0.681480,0.810259,-0.021277
0.605760,0.829102,-0.023810
0.605760,0.829102,-0.023810
0.605760,0.829102,-0.023810
0.492180,0.838524,-0.029412
0.492180,0.838524,-0.029412
0.378600,0.772572,-0.040000
0.170370,0.852656,-0.050000
0.056790,0.786705,-0.052632
0.056790,0.786705,-0.052632
0.056790,0.786705,-0.052632
0.056790,0.786705,-0.052632
0.056790,0.786705,-0.052632
0.056790,0.786705,-0.052632
0.056790,0.786705,-0.052632
0.056790,0.786705,-0.052632
0.056790,0.786705,-0.052632
0.056790,0.786705,-0.052632
0.056790,0.786705,-0.052632
0.056790,0.786705,-0.052632
0.056790,0.786705,-0.052632
0.056790,0.786705,-0.052632
0.056790,0.786705,-0.052632
